Vessel,Start.Lat,Start.Lon,End.Lat,End.Lon
BP,45.03636667,-65.23333333,45.21621667,-64.68106667
LM,45.04821212,-65.23333333,45.22489394,-64.69415152
C1,45.06005758,-65.23333333,45.23357121,-64.70723636
LB,45.07190303,-65.23333333,45.24224848,-64.72032121
LJ,45.08374848,-65.23333333,45.25092576,-64.73340606
FM,45.22458333,-64.69133333,45.26375,-64.55
BP,45.10743939,-65.23333333,45.2682803,-64.75957576
LM,45.11928485,-65.23333333,45.27695758,-64.77266061
C1,45.1311303,-65.23333333,45.28563485,-64.78574545
LB,45.14297576,-65.23333333,45.29431212,-64.7988303
LJ,45.15482121,-65.23333333,45.30298939,-64.81191515
FM,45.23927778,-64.71327778,45.28527778,-64.55
MS,45.25,-65.05,45.31666667,-64.83333333
MS,45.26305,-65.05,45.32445,-64.85
MS,45.27611667,-65.05,45.33221667,-64.86666667
MS,45.28916667,-65.05,45.34,-64.88333333
FM,45.25397222,-64.73522222,45.30680556,-64.55
FM,45.26866667,-64.75716667,45.32833333,-64.55
