Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.56666667,-66.24,43.56666667,-66.24
V2,43.56666667,-66.27619048,43.56666667,-66.27619048
V3,43.56666667,-66.31238095,43.56666667,-66.31238095
V4,43.56666667,-66.34857143,43.56666667,-66.34857143
V1,43.56666667,-66.3847619,43.56666667,-66.3847619
V2,43.56666667,-66.42095238,43.56666667,-66.42095238
V3,43.56666667,-66.45714286,43.56666667,-66.45714286
V4,43.56666667,-66.49333333,43.56666667,-66.49333333
V1,43.502,-66.125,43.502,-66.125
V2,43.502,-66.16,43.502,-66.16
V3,43.502,-66.195,43.502,-66.195
V4,43.502,-66.23,43.502,-66.23
