Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.502,-66.125,43.2475,-66.125
V2,43.502,-66.14101449,43.2475,-66.14101449
V3,43.502,-66.15702899,43.2475,-66.15702899
V4,43.502,-66.17304348,43.2475,-66.17304348
V5,43.502,-66.18905797,43.2475,-66.18905797
V6,43.502,-66.20507246,43.2475,-66.20507246
V1,43.502,-66.22108696,43.2475,-66.22108696
V2,43.56666667,-66.23710145,43.23333333,-66.23710145
V3,43.56666667,-66.25311594,43.23333333,-66.25311594
V4,43.56666667,-66.26913043,43.23333333,-66.26913043
V5,43.56666667,-66.28514493,43.23333333,-66.28514493
V6,43.56666667,-66.30115942,43.23333333,-66.30115942
V1,43.56666667,-66.31717391,43.23333333,-66.31717391
V2,43.56666667,-66.33318841,43.23333333,-66.33318841
V3,43.56666667,-66.3492029,43.23333333,-66.3492029
V4,43.56666667,-66.36521739,43.23333333,-66.36521739
V5,43.56666667,-66.38123188,43.23333333,-66.38123188
V6,43.56666667,-66.39724638,43.23333333,-66.39724638
V1,43.56666667,-66.41326087,43.23333333,-66.41326087
V2,43.56666667,-66.42927536,43.23333333,-66.42927536
V3,43.56666667,-66.44528986,43.23333333,-66.44528986
V4,43.56666667,-66.46130435,43.23333333,-66.46130435
V5,43.56666667,-66.47731884,43.23333333,-66.47731884
V6,43.56666667,-66.49333333,43.23333333,-66.49333333
