Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.502,-66.125,43.2475,-66.125
V2,43.502,-66.14438596,43.2475,-66.14438596
V3,43.502,-66.16377193,43.2475,-66.16377193
V4,43.502,-66.18315789,43.2475,-66.18315789
V5,43.502,-66.20254386,43.2475,-66.20254386
V1,43.502,-66.22192982,43.2475,-66.22192982
V2,43.56666667,-66.24131579,43.23333333,-66.24131579
V3,43.56666667,-66.26070175,43.23333333,-66.26070175
V4,43.56666667,-66.28008772,43.23333333,-66.28008772
V5,43.56666667,-66.29947368,43.23333333,-66.29947368
V1,43.56666667,-66.31885965,43.23333333,-66.31885965
V2,43.56666667,-66.33824561,43.23333333,-66.33824561
V3,43.56666667,-66.35763158,43.23333333,-66.35763158
V4,43.56666667,-66.37701754,43.23333333,-66.37701754
V5,43.56666667,-66.39640351,43.23333333,-66.39640351
V1,43.56666667,-66.41578947,43.23333333,-66.41578947
V2,43.56666667,-66.43517544,43.23333333,-66.43517544
V3,43.56666667,-66.4545614,43.23333333,-66.4545614
V4,43.56666667,-66.47394737,43.23333333,-66.47394737
V5,43.56666667,-66.49333333,43.23333333,-66.49333333
