Vessel,Start Lat,Start Lon,End Lat,End Lon
LB,45.03636667,-65.23333333,45.21621667,-64.68106667
MS,45.04505333,-65.23333333,45.22258,-64.69066222
LM,45.05374,-65.23333333,45.22894333,-64.70025778
C1,45.06242667,-65.23333333,45.23530667,-64.70985333
SL,45.07111333,-65.23333333,45.24167,-64.71944889
FM,45.0798,-65.23333333,45.24803333,-64.72904444
LJ,45.08848667,-65.23333333,45.25439667,-64.73864
BP,45.09717333,-65.23333333,45.26076,-64.74823556
LB,45.10586,-65.23333333,45.26712333,-64.75783111
MS,45.11454667,-65.23333333,45.27348667,-64.76742667
LM,45.12323333,-65.23333333,45.27985,-64.77702222
C1,45.13192,-65.23333333,45.28621333,-64.78661778
SL,45.14060667,-65.23333333,45.29257667,-64.79621333
FM,45.14929333,-65.23333333,45.29894,-64.80580889
LJ,45.15798,-65.23333333,45.30530333,-64.81540444
BP,45.16666667,-65.23333333,45.31166667,-64.825
